"schlid","studid","tchrid","math","year"
61,6162,7013,556,-1
61,6163,7035,652,1
61,6164,7003,573,-1
61,6165,7003,583,-1
61,6166,7003,549,-1
61,6167,7003,566,-1
61,6167,7044,579,0
61,6168,7003,566,-1
61,6169,7003,569,-1
61,6169,7035,623,1
61,6169,7044,595,0
61,6171,7003,645,-1
61,6172,7023,586,-1
61,6172,7094,553,0
61,6174,7023,682,-1
61,6174,7094,643,0
61,6175,7023,579,-1
61,6175,7035,598,1
61,6175,7044,572,0
61,6176,7023,589,-1
61,6176,7044,595,0
61,6177,7023,632,-1
61,6177,7035,620,1
61,6177,7044,635,0
61,6178,7023,627,-1
61,6179,7023,627,-1
61,6179,7035,666,1
61,6179,7044,624,0
61,6180,7023,576,-1
61,6180,7035,598,1
61,6180,7044,585,0
61,6181,7023,660,-1
61,6181,7035,675,1
61,6181,7044,635,0
61,6182,7023,645,-1
61,6182,7035,691,1
61,6183,7023,589,-1
61,6184,7023,597,-1
61,6184,7035,632,1
61,6184,7044,611,0
61,6185,7023,613,-1
61,6185,7035,645,1
61,6185,7044,604,0
61,6186,7023,645,-1
61,6186,7035,629,1
61,6186,7094,631,0
61,6187,7023,699,-1
61,6187,7035,655,1
61,6187,7094,643,0
61,6189,7023,613,-1
61,6190,7023,549,-1
61,6191,7023,600,-1
61,6191,7035,598,1
61,6191,7094,614,0
61,6192,7023,632,-1
61,6192,7044,614,0
61,6193,7023,609,-1
61,6193,7094,624,0
61,6194,7023,609,-1
61,6194,7035,638,1
61,6194,7044,604,0
61,6195,7003,597,-1
61,6195,7035,632,1
61,6195,7094,579,0
61,6196,7023,539,-1
61,6196,7094,557,0
61,6196,7105,580,1
61,6242,7035,724,1
61,6243,7035,605,1
61,6243,7094,604,0
61,6244,7035,623,1
61,6244,7094,582,0
61,6245,7035,587,1
61,6245,7094,608,0
61,6247,7094,561,0
61,6248,7044,553,0
61,6250,7094,592,0
20,6295,7193,589,-1
20,6296,7193,597,-1
20,6296,7245,659,1
20,6297,7193,609,-1
20,6298,7193,613,-1
20,6298,7214,643,0
20,6298,7245,652,1
20,6299,7193,579,-1
20,6301,7193,589,-1
20,6301,7214,631,0
20,6302,7193,645,-1
20,6303,7193,553,-1
20,6303,7214,585,0
20,6303,7245,598,1
20,6304,7245,691,1
20,6305,7193,660,-1
20,6305,7214,718,0
20,6305,7245,713,1
20,6306,7193,604,-1
20,6306,7214,628,0
20,6307,7193,652,-1
20,6307,7214,675,0
20,6307,7245,680,1
20,6308,7193,638,-1
20,6309,7193,593,-1
20,6309,7214,608,0
20,6309,7245,645,1
20,6310,7193,600,-1
20,6310,7214,617,0
20,6310,7245,642,1
20,6311,7193,553,-1
20,6314,7193,638,-1
20,6315,7193,622,-1
20,6315,7214,643,0
20,6316,7193,627,-1
20,6317,7193,527,-1
20,6318,7193,569,-1
20,6319,7193,566,-1
20,6320,7203,579,-1
20,6320,7245,587,1
20,6321,7203,579,-1
20,6322,7203,573,-1
20,6323,7203,609,-1
20,6323,7214,703,0
20,6325,7203,563,-1
20,6326,7203,638,-1
20,6326,7245,685,1
20,6327,7203,539,-1
20,6330,7203,579,-1
20,6330,7245,626,1
20,6331,7203,638,-1
20,6331,7214,703,0
20,6331,7245,697,1
20,6332,7203,632,-1
20,6332,7214,744,0
20,6332,7245,705,1
20,6333,7203,559,-1
20,6334,7203,559,-1
20,6334,7214,579,0
20,6335,7203,553,-1
20,6335,7214,617,0
20,6335,7245,617,1
20,6336,7203,583,-1
20,6337,7203,638,-1
20,6337,7214,657,0
20,6337,7245,671,1
20,6340,7203,576,-1
20,6340,7214,614,0
20,6340,7245,629,1
20,6341,7203,632,-1
20,6341,7214,675,0
20,6341,7245,697,1
20,6342,7203,573,-1
20,6342,7214,604,0
20,6342,7245,626,1
20,6343,7203,638,-1
20,6343,7214,718,0
20,6343,7245,691,1
20,6388,7245,608,1
20,6389,7214,668,0
20,6389,7245,652,1
20,6390,7214,611,0
20,6391,7214,668,0
20,6392,7214,592,0
20,6392,7245,614,1
20,6393,7214,639,0
20,6393,7245,642,1
20,6394,7245,598,1
20,6395,7214,663,0
20,6395,7245,626,1
20,6396,7245,662,1
20,6397,7214,652,0
20,6397,7245,697,1
20,6402,7214,668,0
20,6402,7245,671,1
20,6403,7245,685,1
19,6455,7363,604,-1
19,6456,7363,617,-1
19,6456,7424,611,0
19,6458,7363,670,-1
19,6458,7424,657,0
19,6459,7363,597,-1
19,6460,7363,593,-1
19,6460,7424,611,0
19,6460,7455,635,1
19,6461,7363,579,-1
19,6462,7363,589,-1
19,6463,7363,638,-1
19,6463,7455,642,1
19,6464,7363,597,-1
19,6464,7424,631,0
19,6464,7455,620,1
19,6466,7363,597,-1
19,6466,7424,611,0
19,6467,7363,604,-1
19,6468,7363,597,-1
19,6468,7424,624,0
19,6468,7455,671,1
19,6469,7383,627,-1
19,6469,7424,635,0
19,6469,7455,705,1
19,6470,7383,682,-1
19,6470,7424,639,0
19,6471,7383,604,-1
19,6471,7424,635,0
19,6472,7383,627,-1
19,6472,7424,617,0
19,6473,7383,604,-1
19,6473,7424,617,0
19,6474,7383,682,-1
19,6474,7424,663,0
19,6476,7383,632,-1
19,6476,7424,631,0
19,6477,7383,583,-1
19,6480,7424,617,0
19,6481,7393,566,-1
19,6481,7424,617,0
19,6481,7455,629,1
19,6482,7393,586,-1
19,6482,7424,624,0
19,6482,7455,675,1
19,6483,7393,586,-1
19,6483,7424,592,0
19,6484,7393,609,-1
19,6484,7424,652,0
19,6485,7393,579,-1
19,6485,7424,592,0
19,6485,7455,608,1
19,6486,7393,609,-1
19,6486,7424,628,0
19,6487,7393,542,-1
19,6488,7393,559,-1
19,6488,7424,575,0
19,6488,7455,584,1
19,6489,7393,613,-1
19,6489,7424,631,0
19,6489,7455,685,1
19,6490,7393,586,-1
19,6491,7393,645,-1
19,6491,7424,624,0
19,6492,7393,613,-1
19,6492,7424,617,0
19,6493,7403,559,-1
19,6494,7403,542,-1
19,6494,7424,568,0
19,6494,7455,591,1
19,6495,7403,514,-1
19,6496,7403,556,-1
19,6498,7403,509,-1
19,6499,7403,593,-1
19,6499,7424,621,0
19,6499,7455,659,1
19,6500,7403,535,-1
19,6501,7403,546,-1
19,6502,7403,593,-1
19,6503,7403,546,-1
19,6504,7403,632,-1
19,6504,7424,631,0
19,6504,7455,671,1
19,6505,7413,613,-1
19,6505,7424,652,0
19,6506,7413,542,-1
19,6506,7424,579,0
19,6507,7413,632,-1
19,6507,7424,652,0
19,6508,7413,589,-1
19,6509,7413,535,-1
19,6509,7424,608,0
19,6510,7413,579,-1
19,6510,7424,628,0
19,6511,7413,556,-1
19,6511,7424,628,0
19,6512,7413,579,-1
19,6512,7424,624,0
19,6513,7413,645,-1
19,6513,7424,668,0
19,6513,7455,685,1
19,6514,7413,632,-1
19,6514,7424,663,0
19,6514,7455,713,1
19,6515,7413,632,-1
19,6515,7424,643,0
19,6516,7413,569,-1
19,6516,7424,621,0
19,6516,7455,632,1
19,6574,7424,608,0
19,6575,7424,588,0
19,6576,7424,639,0
19,6577,7424,639,0
49,6651,7553,523,-1
49,6653,7553,566,-1
49,6653,7625,626,1
49,6654,7553,546,-1
49,6654,7634,565,0
49,6655,7553,546,-1
49,6656,7553,573,-1
49,6656,7585,614,1
49,6656,7634,604,0
49,6657,7553,622,-1
49,6657,7554,635,0
49,6657,7625,705,1
49,6658,7554,575,0
49,6658,7625,623,1
49,6659,7553,579,-1
49,6659,7554,588,0
49,6660,7585,617,1
49,6660,7634,608,0
49,6661,7553,549,-1
49,6661,7585,617,1
49,6661,7634,585,0
49,6662,7553,566,-1
49,6663,7553,613,-1
49,6663,7585,635,1
49,6663,7634,643,0
49,6664,7553,556,-1
49,6665,7554,628,0
49,6665,7563,652,-1
49,6665,7625,623,1
49,6666,7563,622,-1
49,6666,7585,648,1
49,6666,7634,608,0
49,6667,7554,621,0
49,6667,7563,699,-1
49,6667,7625,671,1
49,6668,7563,546,-1
49,6669,7585,584,1
49,6669,7634,572,0
49,6670,7563,613,-1
49,6670,7585,638,1
49,6670,7634,617,0
49,6671,7554,568,0
49,6671,7563,539,-1
49,6671,7625,601,1
49,6672,7554,598,0
49,6672,7563,589,-1
49,6672,7585,623,1
49,6673,7563,566,-1
49,6674,7554,553,0
49,6674,7585,584,1
49,6675,7563,597,-1
49,6675,7585,632,1
49,6675,7634,582,0
49,6676,7563,593,-1
49,6676,7625,591,1
49,6676,7634,608,0
49,6677,7563,638,-1
49,6677,7625,614,1
49,6677,7634,621,0
49,6678,7573,617,-1
49,6678,7585,691,1
49,6678,7634,668,0
49,6679,7554,561,0
49,6679,7625,571,1
49,6680,7573,622,-1
49,6681,7554,608,0
49,6681,7573,609,-1
49,6681,7585,626,1
49,6682,7554,572,0
49,6682,7625,598,1
49,6683,7554,608,0
49,6683,7573,600,-1
49,6683,7585,623,1
49,6684,7554,614,0
49,6684,7573,645,-1
49,6684,7625,629,1
49,6685,7554,592,0
49,6685,7573,583,-1
49,6685,7625,655,1
49,6687,7625,632,1
49,6687,7634,595,0
49,6688,7573,559,-1
49,6688,7585,611,1
49,6689,7573,613,-1
49,6689,7625,655,1
49,6689,7634,608,0
49,6735,7554,549,0
49,6735,7625,587,1
49,6736,7585,626,1
49,6736,7634,575,0
49,6737,7585,591,1
49,6737,7634,703,0
49,6738,7554,565,0
49,6738,7625,580,1
49,6739,7554,592,0
54,6779,7753,514,-1
54,6779,7804,534,0
54,6780,7763,604,-1
54,6781,7763,597,-1
54,6781,7804,598,0
54,6782,7763,576,-1
54,6783,7763,627,-1
54,6783,7804,635,0
54,6784,7753,556,-1
54,6785,7753,523,-1
54,6786,7753,514,-1
54,6787,7763,604,-1
54,6788,7763,604,-1
54,6788,7804,585,0
54,6790,7763,699,-1
54,6790,7804,703,0
54,6791,7763,638,-1
54,6791,7804,604,0
54,6792,7763,597,-1
54,6792,7804,611,0
54,6793,7753,579,-1
54,6794,7753,586,-1
54,6794,7804,539,0
54,6795,7753,569,-1
54,6796,7853,556,-1
54,6797,7853,549,-1
54,6798,7853,569,-1
54,6799,7753,546,-1
54,6800,7753,566,-1
54,6800,7804,608,0
54,6801,7753,589,-1
54,6802,7753,609,-1
54,6803,7753,622,-1
54,6804,7753,573,-1
54,6804,7804,595,0
54,6805,7753,539,-1
54,6806,7763,600,-1
54,6807,7763,660,-1
54,6808,7753,604,-1
54,6810,7753,542,-1
54,6811,7763,622,-1
54,6811,7804,611,0
54,6812,7743,682,-1
54,6812,7804,675,0
54,6813,7743,627,-1
54,6814,7743,600,-1
54,6814,7804,608,0
54,6816,7743,682,-1
54,6816,7804,657,0
54,6817,7743,549,-1
54,6818,7743,617,-1
54,6819,7743,569,-1
54,6820,7743,583,-1
54,6821,7743,579,-1
54,6822,7743,579,-1
54,6823,7843,546,-1
54,6823,7844,565,0
54,6823,7845,587,1
54,6824,7843,556,-1
54,6825,7773,579,-1
54,6826,7773,531,-1
54,6827,7773,535,-1
54,6828,7773,563,-1
54,6829,7844,568,0
54,6829,7845,580,1
54,6829,7853,589,-1
54,6830,7773,553,-1
54,6831,7773,535,-1
54,6832,7773,579,-1
54,6833,7773,600,-1
54,6833,7804,617,0
54,6834,7773,573,-1
54,6835,7773,553,-1
54,6836,7853,586,-1
54,6837,7773,553,-1
54,6838,7773,597,-1
54,6839,7853,553,-1
54,6840,7853,559,-1
54,6841,7773,553,-1
54,6842,7783,604,-1
54,6842,7804,643,0
54,6843,7783,600,-1
54,6844,7783,660,-1
54,6844,7804,643,0
54,6845,7783,660,-1
54,6846,7783,573,-1
54,6847,7763,660,-1
54,6847,7804,648,0
54,6902,7844,572,0
54,6905,7804,544,0
54,6906,7804,617,0
54,6910,7804,585,0
54,6911,7844,557,0
54,6911,7845,587,1
54,6913,7804,643,0
4,6991,7915,648,1
4,6991,7974,608,0
4,6991,8003,583,-1
4,6992,7944,601,0
4,6992,8003,556,-1
4,6993,7933,652,-1
4,6994,7933,645,-1
4,6995,7933,583,-1
4,6995,7944,608,0
4,6996,7933,531,-1
4,6996,8074,553,0
4,6996,8075,601,1
4,6997,7933,566,-1
4,6998,7933,597,-1
4,6999,7933,576,-1
4,7000,7933,638,-1
4,7001,7933,576,-1
4,7002,7915,691,1
4,7002,7933,613,-1
4,7002,7944,657,0
4,7003,7933,593,-1
4,7005,7974,601,0
4,7005,7983,583,-1
4,7005,8025,623,1
4,7006,7993,535,-1
4,7007,7983,553,-1
4,7009,7983,660,-1
4,7009,8054,631,0
4,7010,7944,628,0
4,7010,7983,593,-1
4,7011,7974,598,0
4,7011,7983,586,-1
4,7012,7944,663,0
4,7012,7983,682,-1
4,7013,7983,627,-1
4,7014,7983,660,-1
4,7015,7974,579,0
4,7015,7983,583,-1
4,7016,7974,624,0
4,7016,7983,613,-1
4,7016,8025,642,1
4,7017,7974,628,0
4,7017,7983,617,-1
4,7018,7983,660,-1
4,7018,8054,608,0
4,7019,7993,546,-1
4,7020,7993,652,-1
4,7021,7993,627,-1
4,7022,7974,614,0
4,7022,7993,617,-1
4,7022,8025,655,1
4,7023,7944,628,0
4,7023,7993,617,-1
4,7024,7915,680,1
4,7024,7974,675,0
4,7024,7993,632,-1
4,7025,7953,542,-1
4,7026,7974,608,0
4,7026,7983,600,-1
4,7027,7974,652,0
4,7027,7993,638,-1
4,7028,7974,652,0
4,7028,7993,617,-1
4,7029,7944,635,0
4,7029,7993,660,-1
4,7029,8025,608,1
4,7030,7993,563,-1
4,7031,7993,535,-1
4,7032,7944,643,0
4,7032,7993,617,-1
4,7032,8025,662,1
4,7034,7983,586,-1
4,7035,7993,593,-1
4,7036,7974,744,0
4,7036,7993,725,-1
4,7036,8025,691,1
4,7037,7974,648,0
4,7037,8003,563,-1
4,7037,8025,617,1
4,7038,7915,680,1
4,7038,8043,609,-1
4,7039,7933,563,-1
4,7039,7944,579,0
4,7040,7944,614,0
4,7040,8003,622,-1
4,7041,7933,559,-1
4,7042,7974,643,0
4,7042,8003,638,-1
4,7043,7944,635,0
4,7043,8043,632,-1
4,7044,7974,628,0
4,7044,8003,586,-1
4,7045,8003,617,-1
4,7046,8003,566,-1
4,7047,7944,648,0
4,7047,8003,604,-1
4,7048,8003,549,-1
4,7049,8043,593,-1
4,7050,8043,504,-1
4,7051,8043,576,-1
4,7052,7944,624,0
4,7052,8043,589,-1
4,7053,8003,600,-1
4,7053,8054,608,0
4,7054,7974,643,0
4,7054,8043,627,-1
4,7055,8003,579,-1
4,7056,7915,595,1
4,7056,7974,565,0
4,7056,8043,559,-1
4,7057,7974,643,0
4,7057,8025,601,1
4,7057,8043,645,-1
4,7058,8025,675,1
4,7058,8043,609,-1
4,7059,8043,670,-1
4,7059,8054,643,0
4,7060,7933,539,-1
4,7061,7944,668,0
4,7061,8043,645,-1
4,7062,8043,593,-1
4,7063,8003,527,-1
4,7064,7974,575,0
4,7064,8003,553,-1
4,7065,7974,608,0
4,7065,8003,604,-1
4,7066,7933,617,-1
4,7067,7983,549,-1
4,7122,8074,582,0
4,7122,8075,591,1
4,7123,7915,598,1
4,7123,7944,604,0
4,7124,8074,588,0
4,7124,8105,598,1
4,7125,7974,635,0
4,7126,7944,592,0
4,7127,7944,639,0
4,7128,7915,642,1
4,7128,7974,595,0
4,7129,7974,631,0
4,7130,7944,561,0
66,7189,8153,546,-1
66,7189,8204,601,0
66,7189,8245,605,1
66,7190,8153,597,-1
66,7191,8163,593,-1
66,7191,8204,614,0
66,7192,8163,559,-1
66,7193,8205,638,1
66,7194,8163,589,-1
66,7194,8205,595,1
66,7195,8163,566,-1
66,7195,8204,608,0
66,7195,8205,632,1
66,7199,8163,576,-1
66,7199,8204,585,0
66,7199,8205,648,1
66,7200,8163,579,-1
66,7200,8204,617,0
66,7200,8205,645,1
66,7201,8163,542,-1
66,7202,8163,593,-1
66,7203,8163,566,-1
66,7203,8204,595,0
66,7204,8163,600,-1
66,7204,8204,617,0
66,7205,8223,556,-1
66,7205,8224,595,0
66,7207,8163,569,-1
66,7208,8163,583,-1
66,7209,8163,632,-1
66,7210,8163,553,-1
66,7211,8163,583,-1
66,7211,8204,604,0
66,7212,8163,573,-1
66,7212,8204,604,0
66,7214,8163,559,-1
66,7215,8173,583,-1
66,7216,8173,617,-1
66,7216,8204,643,0
66,7216,8205,652,1
66,7218,8173,589,-1
66,7218,8204,639,0
66,7219,8173,569,-1
66,7219,8204,592,0
66,7219,8205,626,1
66,7220,8173,569,-1
66,7220,8204,643,0
66,7221,8173,652,-1
66,7221,8204,652,0
66,7221,8205,705,1
66,7222,8173,597,-1
66,7222,8204,614,0
66,7222,8205,626,1
66,7223,8173,586,-1
66,7223,8204,643,0
66,7223,8205,655,1
66,7224,8173,573,-1
66,7224,8204,595,0
66,7225,8173,660,-1
66,7225,8204,668,0
66,7225,8205,740,1
66,7226,8173,613,-1
66,7226,8204,624,0
66,7226,8205,685,1
66,7227,8173,609,-1
66,7227,8204,631,0
66,7227,8205,632,1
66,7228,8173,617,-1
66,7228,8204,668,0
66,7228,8205,691,1
66,7229,8204,579,0
66,7229,8245,623,1
66,7269,8204,598,0
66,7272,8204,663,0
66,7272,8205,685,1
33,7309,8273,576,-1
33,7310,8273,613,-1
33,7310,8395,655,1
33,7311,8273,597,-1
33,7311,8314,608,0
33,7311,8395,629,1
33,7312,8273,597,-1
33,7312,8314,611,0
33,7312,8395,605,1
33,7313,8273,622,-1
33,7314,8273,527,-1
33,7314,8314,565,0
33,7314,8395,580,1
33,7315,8273,617,-1
33,7315,8314,614,0
33,7315,8395,614,1
33,7316,8273,600,-1
33,7316,8314,617,0
33,7316,8395,617,1
33,7317,8273,589,-1
33,7318,8273,632,-1
33,7318,8314,657,0
33,7318,8395,666,1
33,7319,8273,579,-1
33,7319,8314,579,0
33,7320,8273,519,-1
33,7322,8273,576,-1
33,7322,8314,598,0
33,7322,8395,587,1
33,7323,8273,569,-1
33,7324,8273,569,-1
33,7324,8314,592,0
33,7324,8395,601,1
33,7325,8273,622,-1
33,7325,8314,611,0
33,7326,8273,569,-1
33,7327,8273,549,-1
33,7328,8273,600,-1
33,7328,8314,598,0
33,7328,8395,620,1
33,7329,8273,632,-1
33,7330,8293,617,-1
33,7330,8314,635,0
33,7330,8395,635,1
33,7332,8314,582,0
33,7333,8314,572,0
33,7334,8293,597,-1
33,7334,8314,579,0
33,7335,8293,638,-1
33,7335,8314,657,0
33,7335,8395,652,1
33,7336,8314,608,0
33,7336,8395,645,1
33,7337,8293,569,-1
33,7337,8314,628,0
33,7338,8293,569,-1
33,7339,8293,579,-1
33,7339,8314,611,0
33,7339,8395,638,1
33,7340,8293,617,-1
33,7341,8293,549,-1
33,7342,8293,563,-1
33,7342,8314,582,0
33,7342,8395,587,1
33,7343,8363,527,-1
33,7344,8314,582,0
33,7345,8293,622,-1
33,7345,8314,639,0
33,7345,8395,645,1
33,7346,8314,568,0
33,7346,8395,580,1
33,7347,8293,617,-1
33,7347,8314,635,0
33,7347,8395,642,1
33,7348,8293,586,-1
33,7348,8395,617,1
33,7349,8293,566,-1
33,7349,8314,575,0
33,7350,8293,645,-1
33,7350,8314,675,0
33,7350,8395,697,1
33,7351,8293,563,-1
33,7351,8314,588,0
33,7352,8293,627,-1
33,7352,8314,668,0
33,7352,8395,648,1
33,7353,8293,569,-1
33,7353,8314,598,0
33,7353,8395,601,1
33,7354,8293,563,-1
33,7355,8314,639,0
33,7355,8353,652,-1
33,7355,8395,671,1
33,7356,8314,617,0
33,7356,8353,579,-1
33,7356,8395,648,1
33,7357,8314,648,0
33,7357,8353,609,-1
33,7357,8395,659,1
33,7358,8314,683,0
33,7358,8353,632,-1
33,7358,8395,691,1
33,7359,8314,582,0
33,7359,8353,613,-1
33,7359,8395,601,1
33,7360,8314,617,0
33,7360,8353,597,-1
33,7360,8395,629,1
33,7361,8314,611,0
33,7361,8353,613,-1
33,7361,8395,591,1
33,7362,8314,657,0
33,7362,8353,600,-1
33,7362,8395,642,1
33,7363,8314,595,0
33,7363,8353,566,-1
33,7363,8395,617,1
33,7365,8314,621,0
33,7365,8353,576,-1
33,7366,8314,592,0
33,7366,8353,556,-1
33,7366,8395,598,1
33,7367,8353,527,-1
33,7367,8395,580,1
33,7369,8314,703,0
33,7369,8353,638,-1
33,7369,8395,691,1
33,7370,8314,611,0
33,7370,8353,576,-1
33,7370,8395,629,1
33,7371,8314,608,0
33,7371,8353,556,-1
33,7372,8353,531,-1
33,7372,8395,571,1
33,7423,8395,601,1
33,7424,8395,595,1
33,7425,8314,635,0
33,7425,8395,635,1
33,7426,8314,604,0
33,7426,8395,611,1
33,7427,8314,652,0
33,7427,8395,642,1
33,7428,8314,579,0
59,7471,8493,652,-1
59,7471,8554,668,0
59,7472,8493,660,-1
59,7473,8493,670,-1
59,7473,8554,668,0
59,7473,8575,675,1
59,7475,8513,589,-1
59,7475,8554,604,0
59,7476,8493,613,-1
59,7476,8554,557,0
59,7477,8513,593,-1
59,7478,8493,652,-1
59,7478,8554,657,0
59,7478,8575,685,1
59,7479,8483,553,-1
59,7479,8554,592,0
59,7479,8575,601,1
59,7480,8513,586,-1
59,7480,8554,608,0
59,7480,8575,642,1
59,7481,8493,682,-1
59,7481,8554,683,0
59,7481,8575,713,1
59,7482,8493,569,-1
59,7482,8554,561,0
59,7482,8575,587,1
59,7483,8493,617,-1
59,7484,8493,583,-1
59,7484,8554,624,0
59,7484,8575,605,1
59,7485,8493,613,-1
59,7486,8513,583,-1
59,7486,8575,632,1
59,7488,8503,589,-1
59,7488,8554,588,0
59,7488,8575,595,1
59,7489,8513,576,-1
59,7489,8554,588,0
59,7491,8483,539,-1
59,7491,8575,575,1
59,7492,8513,586,-1
59,7493,8503,553,-1
59,7493,8554,588,0
59,7494,8503,519,-1
59,7494,8575,595,1
59,7495,8483,556,-1
59,7495,8554,579,0
59,7495,8575,614,1
59,7496,8554,585,0
59,7497,8493,593,-1
59,7497,8554,601,0
59,7498,8503,559,-1
59,7498,8554,575,0
59,7498,8575,608,1
59,7501,8483,559,-1
59,7501,8554,585,0
59,7502,8503,549,-1
59,7504,8575,629,1
59,7505,8513,546,-1
59,7505,8554,611,0
59,7505,8575,584,1
59,7507,8513,604,-1
59,7507,8554,598,0
59,7507,8575,626,1
59,7508,8513,573,-1
59,7509,8483,546,-1
59,7509,8554,553,0
59,7510,8575,611,1
59,7511,8513,579,-1
59,7511,8554,595,0
59,7512,8503,583,-1
59,7512,8554,582,0
59,7512,8575,595,1
59,7513,8513,576,-1
59,7513,8554,575,0
59,7515,8493,632,-1
59,7515,8554,608,0
59,7515,8575,635,1
59,7517,8513,563,-1
59,7517,8554,614,0
59,7517,8575,620,1
59,7518,8503,569,-1
59,7518,8554,595,0
59,7518,8575,635,1
59,7519,8503,600,-1
59,7519,8554,595,0
59,7520,8513,553,-1
59,7520,8554,579,0
59,7520,8575,601,1
59,7521,8493,645,-1
59,7521,8554,663,0
59,7521,8575,675,1
59,7522,8503,563,-1
59,7522,8575,595,1
59,7523,8513,597,-1
59,7523,8554,601,0
59,7523,8575,626,1
59,7524,8503,553,-1
59,7525,8493,600,-1
59,7525,8554,592,0
59,7525,8575,626,1
59,7526,8493,660,-1
59,7526,8575,652,1
59,7528,8513,593,-1
59,7528,8554,601,0
59,7528,8575,614,1
59,7529,8554,579,0
59,7529,8575,601,1
59,7530,8513,579,-1
59,7530,8554,588,0
59,7530,8575,623,1
59,7531,8483,527,-1
59,7532,8554,585,0
59,7533,8554,598,0
59,7533,8575,595,1
59,7535,8513,600,-1
59,7535,8554,631,0
59,7535,8575,638,1
59,7536,8493,593,-1
59,7536,8554,601,0
59,7536,8575,614,1
59,7537,8493,617,-1
59,7538,8493,682,-1
59,7538,8554,598,0
59,7539,8575,605,1
59,7540,8493,600,-1
59,7541,8503,542,-1
59,7542,8554,601,0
59,7542,8575,591,1
59,7543,8554,604,0
59,7543,8575,587,1
59,7545,8513,576,-1
59,7545,8554,621,0
59,7547,8513,576,-1
59,7547,8554,598,0
59,7547,8575,611,1
59,7548,8513,566,-1
59,7550,8503,546,-1
59,7550,8554,572,0
59,7550,8575,571,1
59,7551,8575,617,1
59,7623,8554,604,0
59,7625,8554,643,0
59,7625,8575,617,1
59,7626,8554,598,0
59,7626,8575,591,1
59,7630,8554,601,0
59,7630,8575,635,1
59,7631,8554,608,0
59,7632,8554,588,0
59,7633,8554,521,0
59,7633,8575,580,1
59,7634,8554,598,0
59,7634,8575,617,1
59,7635,8554,582,0
59,7636,8554,621,0
59,7636,8575,662,1
59,7638,8554,611,0
59,7638,8575,680,1
59,7639,8554,598,0
59,7641,8554,631,0
59,7642,8554,652,0
59,7643,8554,582,0
59,7644,8575,601,1
53,7773,8743,604,-1
53,7773,8765,598,1
53,7774,8753,589,-1
53,7774,8765,632,1
53,7775,8765,705,1
53,7775,8824,675,0
53,7778,8723,573,-1
53,7779,8743,597,-1
53,7779,8765,617,1
53,7779,8824,614,0
53,7780,8753,566,-1
53,7781,8753,586,-1
53,7781,8765,598,1
53,7781,8824,585,0
53,7782,8743,660,-1
53,7782,8824,624,0
53,7783,8733,613,-1
53,7783,8765,671,1
53,7784,8733,586,-1
53,7784,8765,638,1
53,7784,8824,614,0
53,7785,8753,563,-1
53,7785,8765,605,1
53,7785,8824,585,0
53,7786,8753,583,-1
53,7786,8765,614,1
53,7786,8824,595,0
53,7787,8753,579,-1
53,7787,8765,638,1
53,7787,8824,608,0
53,7788,8753,609,-1
53,7788,8765,614,1
53,7788,8824,617,0
53,7789,8723,504,-1
53,7789,8824,539,0
53,7791,8765,601,1
53,7792,8743,604,-1
53,7792,8765,626,1
53,7792,8824,604,0
53,7793,8753,559,-1
53,7793,8765,591,1
53,7793,8824,565,0
53,7794,8753,589,-1
53,7794,8765,620,1
53,7794,8824,614,0
53,7795,8753,573,-1
53,7795,8765,611,1
53,7798,8743,609,-1
53,7799,8723,535,-1
53,7799,8765,566,1
53,7799,8824,557,0
53,7800,8765,655,1
53,7800,8824,624,0
53,7801,8765,626,1
53,7802,8743,617,-1
53,7803,8753,569,-1
53,7804,8743,613,-1
53,7805,8733,638,-1
53,7806,8733,660,-1
53,7806,8765,666,1
53,7807,8733,569,-1
53,7807,8765,626,1
53,7807,8824,604,0
53,7808,8723,569,-1
53,7808,8765,601,1
53,7808,8824,579,0
53,7810,8753,632,-1
53,7810,8765,635,1
53,7810,8824,598,0
53,7811,8753,600,-1
53,7812,8753,542,-1
53,7813,8743,617,-1
53,7814,8753,576,-1
53,7814,8765,611,1
53,7814,8824,588,0
53,7815,8753,566,-1
53,7816,8723,546,-1
53,7817,8765,645,1
53,7817,8824,621,0
53,7818,8753,586,-1
53,7819,8733,632,-1
53,7819,8765,655,1
53,7819,8824,628,0
53,7820,8765,584,1
53,7821,8824,549,0
53,7822,8824,608,0
53,7823,8733,627,-1
53,7823,8765,648,1
53,7823,8824,639,0
53,7824,8733,617,-1
53,7824,8765,685,1
53,7824,8824,617,0
53,7825,8753,576,-1
53,7826,8733,670,-1
53,7827,8743,622,-1
53,7827,8765,680,1
53,7827,8824,628,0
53,7828,8733,593,-1
53,7828,8765,623,1
53,7828,8824,617,0
53,7829,8743,652,-1
53,7829,8824,631,0
53,7830,8733,622,-1
53,7830,8824,639,0
53,7831,8743,609,-1
53,7831,8765,662,1
53,7831,8824,614,0
53,7832,8743,597,-1
53,7832,8824,617,0
53,7833,8733,652,-1
53,7834,8743,586,-1
53,7834,8765,620,1
53,7834,8824,604,0
53,7835,8743,638,-1
53,7835,8765,645,1
53,7835,8824,624,0
53,7837,8743,593,-1
53,7837,8765,601,1
53,7837,8824,621,0
53,7839,8743,609,-1
53,7839,8765,675,1
53,7839,8824,604,0
53,7840,8743,600,-1
53,7840,8824,628,0
53,7841,8733,632,-1
